Origem,Data protocolo,Tipo de Tecnologia,Tema da Saúde,Demandante,Nome da tecnologia,Status,Indicação,Motivo da solicitação,Data decisão
Interna,2016-06-22,Procedimento,Gastroenterologia ,Secretaria de Atenção à Saúde  SAS/MS,Cirurgia bariátrica por videolaparoscopia,Processo encerrado: decisão de incorporação no SUS,Procedimento cirúrgico de gastroplastia com derivação intestinal por laparoscopia para o tratamento de obesidade grave e mórbida,Incorporação,2017-02-01
Interna,2016-06-20,Medicamento,Infectologia,Secretaria de Vigilância em Saúde  SVS/MS ,Alfapeginterferona 2a,Processo encerrado: decisão de incorporação no SUS,"Hepatite crônica viral B sem agente delta, compatibilizando o código B18.1 da CID10 com os respectivos procedimentos da Tabela do SUS",Ampliação de Uso,2016-12-07
Interna,2016-06-20,Medicamento,Infectologia,Secretaria de Vigilância em Saúde  SVS/MS ,Alfapeginterferona 2b,Processo encerrado: decisão de incorporação no SUS,"Tratamento da hepatite crônica viral B sem agente delta, compatibilizando o código B18.1 da CID10 com os respectivos procedimentos da Tabela do SUS",Ampliação de Uso,2016-12-07
Interna,2016-06-20,Medicamento,Infectologia,Secretaria de Vigilância em Saúde  SVS/MS ,Tenofovir 300 mg,Processo encerrado: decisão de incorporação no SUS,"Tratamento da hepatite crônica viral B sem agente delta, compatibilizando o código B18.1 da CID10 com os respectivos procedimentos da Tabela do SUS",Ampliação de Uso,2016-12-07
Interna,2016-06-20,Medicamento,Infectologia,Secretaria de Vigilância em Saúde  SVS/MS ,Entecavir,Processo encerrado: decisão de incorporação no SUS,"Tratamento da hepatite crônica viral B sem agente delta, compatibilizando o código B18.1 da CID10 com os respectivos procedimentos da Tabela do SUS",Ampliação de Uso,2016-12-07
Interna,2016-06-20,Medicamento,Infectologia,Secretaria de Vigilância em Saúde  SVS/MS ,Alfainterferona 2b injetável (3.000.000 UI),Processo encerrado: decisão de exclusão do SUS,Hepatite viral B com agente Delta (código B18.0) e Hepatite viral B sem agente Delta (código B18.1),Exclusão ,2016-12-07
Interna,2016-06-20,Medicamento,Infectologia,Secretaria de Vigilância em Saúde  SVS/MS ,Alfainterferona 2b injetável (5.000.000 UI),Processo encerrado: decisão de exclusão do SUS,Hepatite viral B com agente Delta (código B18.0) e Hepatite viral B sem agente Delta (código B18.1),Exclusão ,2016-12-07
Interna,2016-06-20,Medicamento,Infectologia,Secretaria de Vigilância em Saúde  SVS/MS ,Alfainterferona 2b injetável (10.000.000 UI),Processo encerrado: decisão de exclusão do SUS,Hepatite viral B com agente Delta (código B18.0) e Hepatite viral B sem agente Delta (código B18.1),Exclusão ,2016-12-07
Interna,2016-06-20,Medicamento,Infectologia,Secretaria de Vigilância em Saúde  SVS/MS ,Adefovir,Processo encerrado: decisão de exclusão do SUS,Hepatite B crônica e coinfecções,Exclusão ,2016-12-07
Interna,2016-07-15,Medicamento,Infectologia,Secretaria de Vigilância em Saúde  SVS/MS ,Miltefosina,Processo encerrado: decisão de incorporação no SUS,Leishmaniose tegumentar em primeira linha de tratamento,Incorporação,2018-10-31
Interna,2016-08-08,Medicamento,Infectologia,Secretaria de Vigilância em Saúde  SVS/MS ,Etravirina 200 mg,Processo encerrado: decisão de incorporação no SUS,Infecção pelo HIV,Incorporação,2017-03-14
Interna,2016-08-26,Medicamento,Infectologia,Secretaria de Vigilância em Saúde  SVS/MS ,Dolutegravir,Processo encerrado: decisão de incorporação no SUS,Infecção pelo HIV,Ampliação de Uso,2016-10-06
Interna,2016-08-26,Medicamento,Infectologia,Secretaria de Vigilância em Saúde  SVS/MS ,Darunavir,Processo encerrado: decisão de incorporação no SUS,Infecção pelo HIV,Ampliação de Uso,2016-10-06
Interna,2016-09-14,Medicamento,Infectologia,Secretaria de Vigilância em Saúde  SVS/MS ,Tenofovir + emtricitabina,Processo encerrado: decisão de incorporação no SUS,Profilaxia préexposição (PrEP) para populações sob maior risco de adquirir o vírus da imunodeficiência humana (HIV),Incorporação,2017-05-29
Interna,2016-09-15,Produto,Endocrinologia,Conselho Nacional de Secretários Municipais de Saúde  CONASEMS ,Caneta para injeção de insulina humana NPH e insulina humana regular,Processo encerrado: decisão de incorporação no SUS,Diabete mellitus,Incorporação,2017-03-14
Interna,2016-07-30,Procedimento,Oncologia,Secretaria de Atenção à Saúde  SAS/MS,Excisão tipo 2 do colo uterino,Processo encerrado: decisão de incorporação no SUS,Retirada da zona de transformação ectocervical e parcialmente endocervical,Incorporação,2016-12-01
Interna,2016-10-19,Medicamento,Otorrinolaringologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Cloridrato de xilometazolina 1 mg/mL solução nasal,Processo encerrado: decisão de não incorporação no SUS,Pacientes com rinossinusite aguda,Incorporação,2017-12-20
Interna,2016-11-16,Medicamento,Infectologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Doxiciclina (100 mg comprimido),Processo encerrado: decisão de incorporação no SUS,Tratamento da brucelose humana,Ampliação de Uso,2017-03-14
Interna,2016-11-17,Medicamento,Infectologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Sulfato de estreptomicina 1 g pó para solução injetável,Processo encerrado: decisão de incorporação no SUS,Tratamento da brucelose humana,Ampliação de Uso,2017-03-14
Interna,2016-11-18,Medicamento,Infectologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Rifampicina 300 mg cápsula,Processo encerrado: decisão de incorporação no SUS,Tratamento da brucelose humana,Ampliação de Uso,2017-03-14
Interna,2016-11-19,Medicamento,Infectologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Rifampicina 20 mg/ml suspensão,Processo encerrado: decisão de incorporação no SUS,Tratamento da brucelose humana,Ampliação de Uso,2017-03-14
Interna,2016-11-21,Medicamento,Infectologia,Secretaria de Vigilância em Saúde  SVS/MS ,Antirretrovirais (ARV) Fosamprenavir (FPV) 700m,Processo encerrado: decisão de exclusão do SUS,Arsenal terapêutico de antirretrovirais para tratamento do HIV/Aids,Exclusão ,2016-12-23
Interna,2016-11-21,Medicamento,Infectologia,Secretaria de Vigilância em Saúde  SVS/MS ,Antirretrovirais (ARV) Didanosina Entérica (ddI EC) 250mg,Processo encerrado: decisão de exclusão do SUS,Arsenal terapêutico de antirretrovirais para tratamento do HIV/Aids,Exclusão ,2016-12-23
Interna,2016-11-21,Medicamento,Infectologia,Secretaria de Vigilância em Saúde  SVS/MS ,Antirretrovirais (ARV) Didanosina Entérica (ddI EC) 400mg,Processo encerrado: decisão de exclusão do SUS,Arsenal terapêutico de antirretrovirais para tratamento do HIV/Aids,Exclusão ,2016-12-23
Interna,2016-11-21,Procedimento,Infectologia,Secretaria de Vigilância em Saúde  SVS/MS ,Exame para tipificação do alelo HLAB,Processo encerrado: decisão de incorporação no SUS,Pessoas vivendo com HIV/Aids (PVHA) com indicação de uso do antirretroviral Abacavir (ABC),Ampliação de Uso,2016-12-23
Interna,2016-12-08,Procedimento,Infectologia,Secretaria de Vigilância em Saúde  SVS/MS ,"Genótipo 3 com com cirrose, para 24 semanas",Processo encerrado: decisão de incorporação no SUS,Ampliar o tempo de tratamento nos casos de hepatite C Genótipo 3 com cirrose hepática,Ampliação de Uso,2017-04-24
Interna,2016-11-30,Procedimento,Angiologia,Gabinete do Ministro de Estado da Saúde  GM/MS,Escleroterapia Não estética,Processo encerrado: decisão de incorporação no SUS,Varizes de membros inferiores,Incorporação,2017-02-01
Interna,2016-12-22,Procedimento,Infectologia,Secretaria de Vigilância em Saúde  SVS/MS ,Artemeter 80 mg/ml,Processo encerrado: decisão de exclusão do SUS,Tratamento da malária grave,Exclusão ,2017-10-11
Interna,2017-01-04,Procedimento,Infectologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Podofilina 100 mg/mL,Processo encerrado: decisão de não exclusão do SUS,Verrugas anogenitais causadas pela infecção por papilomavírus (HPV),Exclusão ,2018-11-28
Interna,2017-01-04,Procedimento,Infectologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS","Podofilotoxina 1,5 g/mg",Processo encerrado: decisão de incorporação no SUS,Verrugas anogenitais causadas pela infecção por vírus papiloma humano (HPV),Incorporação,2018-11-28
Interna,2017-01-04,Procedimento,Infectologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Imiquimode 50 mg/g creme,Processo encerrado: decisão de incorporação no SUS,Verrugas anogenitais causadas pela infecção por vírus papiloma humano (HPV),Incorporação,2018-11-28
Interna,2017-01-26,Procedimento,Infectologia/Dermatologista,Secretaria de Vigilância em Saúde  SVS/MS ,Claritromicina,Processo encerrado: a pedido do demandante,Hanseníase em pacientes adultos com intolerância ao esquema padrão de poliquimioterapia,Ampliação de Uso,
Interna,2017-02-16,Procedimento,Cardiologia,Secretaria de Estado da Saúde de São Paulo  SES/SP,Fechamento percutâneo de comunicação interatrial,Processo encerrado: decisão de incorporação no SUS,Procedimento para fechamento percutâneo de comunicação interatrial septal com dispositivo intracardíaco,Incorporação,2018-11-13
Interna,2017-03-06,Medicamento,Infectologia/Neurologia,Secretaria Estadual de Saúde de Pernambuco  SES/PE,Levetiracetam,Processo encerrado: decisão de incorporação no SUS,Tratamento de convulsões em pacientes com microcefalia,Incorporação,2017-09-04
Interna,2017-02-16,Medicamento,Infectologia/Dermatologista,Secretaria de Vigilância em Saúde  SVS/MS,Cloridrato de moxifloxacino,Processo encerrado: a pedido do demandante,Hanseníase dos casos de resistência à rifampicina do esquema (PQT/OMS),Ampliação de Uso,
Interna,2017-03-01,Produto,Imunologia,Secretaria de Atenção à Saúde  SAS/MS,Fórmula extensamente hidrolisada,Processo encerrado: decisão de incorporação no SUS,Crianças com alergia à proteína do leite de vaca,Incorporação,2018-11-26
Interna,2017-03-01,Produto,Imunologia,Secretaria de Atenção à Saúde  SAS/MS,Fórmula a base de soja,Processo encerrado: decisão de incorporação no SUS,Crianças com alergia à proteína do leite de vaca,Incorporação,2018-11-26
Interna,2017-03-01,Produto,Imunologia,Secretaria de Atenção à Saúde  SAS/MS,Fórmula de aminoácidos,Processo encerrado: decisão de incorporação no SUS,Crianças com alergia à proteína do leite de vaca,Incorporação,2018-11-26
Interna,2017-03-08,Produto,Oncologia,Secretaria de Atenção à Saúde  SAS/MS,Laserterapia,Processo encerrado: a pedido do demandante,Mucosite oral,Incorporação,
Interna,2017-03-21,Medicamento,Oncologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Trastuzumabe,Processo encerrado: decisão de incorporação no SUS,Câncer de mama HER2positivo metastático em primeira linha de tratamento,Incorporação,2017-08-03
Interna,2017-03-06,Medicamento,Infectologia,Secretaria de Vigilância em Saúde  SVS/MS,Cloridrato de doxiciclina 100 mg,Processo encerrado: a pedido do demandante,Malária,Exclusão ,
Interna,2017-04-04,Medicamento,Infectologia,Secretaria de Vigilância em Saúde  SVS/MS,Bedaquilina,Processo encerrado: a pedido do demandante,Tuberculose drogarresistente (TB DR),Incorporação,
Interna,2017-03-27,Medicamento,Pneumologia,Secretaria de Atenção à Saúde  SAS/MS,Ventilação mecânica invasiva domiciliar,Processo encerrado: decisão de incorporação no SUS,Insuficiência respiratória crônica,Incorporação,2018-11-26
Interna,2017-04-19,Produto,Oncologia,Secretaria de Estado da Saúde de São Paulo  SES/SP,Implantação endoscópica da prótese esofageana,Processo encerrado: decisão de incorporação no SUS,Tratamento disfagia decorrente dos tumores esofágicos avançados e obstrutivos,Incorporação,2018-03-29
Interna,2017-05-02,Medicamento,Neurologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Estimulação elétrica do nervo vago,Processo encerrado: decisão de incorporação no SUS,Terapia adjuvante ao tratamento farmacológico em crianças e adultos com epilepsia focal ou generalizada refratária a pelo menos dois esquemas com medicamentos anticonvulsivantes para epilepsia,Incorporação,2018-09-12
Interna,2017-05-02,Medicamento,Genética,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Laronidase,Processo encerrado: decisão de incorporação no SUS,Terapia de reposição enzimática na mucopolissacaridose tipo I,Incorporação,2017-09-04
Interna,2017-05-02,Medicamento,Neurologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Levetiracetam,Processo encerrado: decisão de incorporação no SUS,Tratamento de epilepsia,Incorporação,2017-12-05
Interna,2017-05-02,Medicamento,Psiquiatria,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Memantina,Processo encerrado: decisão de incorporação no SUS,Doença de Alzheimer,Incorporação,2017-11-09
Interna,2017-05-15,Medicamento,Neurologia,Secretaria de Atenção à Saúde  SAS/MS,Neuromoduladores,Processo encerrado: a pedido do demandante,Dor crônica,Incorporação,
Interna,2017-05-15,Medicamento,Neurologia,Secretaria de Atenção à Saúde  SAS/MS,Nervo periférico,Processo encerrado: a pedido do demandante,Dor crônica,Incorporação,
Interna,2017-06-01,Medicamento,Genética,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Alfataliglicerase,Processo encerrado: decisão de incorporação no SUS,Uso pediátrico na doença de Gaucher,Ampliação de Uso,2017-07-20
Interna,2017-06-08,Medicamento,Gastroenterologia ,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Infliximabe e adalimumabe,Processo encerrado: a pedido do demandante,Tratamento de pacientes com colite ulcerativa grave refratários à ciclosporina e corticosteroides.,Incorporação,
Interna,2017-06-20,Produto,Saúde da Mulher,Secretaria de Atenção à Saúde  SAS/MS,Implante subdérmico,Processo encerrado: a pedido do demandante,Fortalecimento das ações de saúde sexual e saúde reprodutiva,Incorporação,
Interna,2017-07-07,Medicamento,Cardiologia,Secretaria Municipal de Saúde de Belo Horizonte,Alteplase,Processo encerrado: decisão de incorporação no SUS,Tratamento da embolia pulmonar aguda,Incorporação,2018-09-12
Interna,2017-07-10,Procedimento,Oncologia,Secretaria de Atenção à Saúde  SAS/MS,Laringe eletrônica,Processo encerrado: decisão de incorporação no SUS,Neoplasia maligna da laringe,Incorporação,2018-09-12
Interna,2017-07-13,Produto,Ortopedia,Secretaria de Atenção à Saúde  SAS/MS,Prótese de cerâmicapolietileno,Processo encerrado: decisão de incorporação no SUS,Artroplastia total de quadril em pacientes jovens,Incorporação,2019-02-19
Interna,2017-07-13,Produto,Ortopedia,Secretaria de Atenção à Saúde  SAS/MS,Prótese para artroplastia de quadril,Processo encerrado: decisão de incorporação no SUS,Artroplastia de quadril de revisão com material diverso da primária,Incorporação,2019-02-19
Interna,2017-07-19,Procedimento,Genética,Secretaria de Atenção à Saúde  SAS/MS,Detecção da deficiência de glicose6fosfato desidrogenase em papelfiltro,Processo encerrado: decisão de não incorporação no SUS,Teste do pezinho para deficiência de glicose6fosfato desidrogenase,Incorporação,2018-10-31
Interna,2017-06-30,Medicamento,Cardiologia,Conselho Nacional de Secretários Municipais de Saúde  CONASEMS ,"Enoxaparina sódica 40 mg/ 0,4 mL",Processo encerrado: decisão de incorporação no SUS,Gestantes com trombofilia,Incorporação,2018-01-25
Interna,2017-07-14,Procedimento,Ortopedia,Secretaria de Atenção à Saúde  SAS/MS,Distrator osteogênico mandibular,Processo encerrado: decisão de incorporação no SUS,Deformidades crânio e bucomaxilofaciais congênitas ou adquiridas,Incorporação,2019-02-19
Interna,2017-07-20,Medicamento,Infectologia,Secretaria de Vigilância em Saúde  SVS/MS,Vacina contra a Dengue,Processo encerrado: a pedido do demandante,"Prevenção da dengue causada pelos sorotipos 1, 2, 3 e 4 do vírus da dengue",Incorporação,
Interna,2017-08-03,Medicamento,Neurologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Lacosamida,Processo encerrado: decisão de não incorporação no SUS,Pacientes com epilepsia focal refratários aos tratamentos prévios com os fármacos antiepilépticos,Incorporação,2018-04-30
Interna,2017-09-11,Medicamento,Imunologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Belimumabe,Processo encerrado: decisão de não incorporação no SUS,Lúpus eritematoso sistêmico,Incorporação,2018-07-11
Interna,2017-09-11,Medicamento,Nefrologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Micofenolato de mofetila,Processo encerrado: decisão de incorporação no SUS,Nefrite lúpica,Incorporação,2022-05-20
Interna,2017-09-18,Medicamento,Endocrinologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Desmopressina oral,Processo encerrado: decisão de incorporação no SUS,Tratamento de diabetes insípido central,Incorporação,2017-12-20
Interna,2017-09-18,Medicamento,Genética,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Idursulfase,Processo encerrado: decisão de incorporação no SUS,Terapia de reposição enzimática na mucopolissacaridose tipo II,Incorporação,2017-12-20
Interna,2017-09-18,Medicamento,Ortopedia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Tramadol,Processo encerrado: por decisão da Conitec,Osteoartrite de joelho e quadril,Incorporação,
Interna,2017-09-18,Medicamento,Ortopedia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Naproxeno,Processo encerrado: decisão de incorporação no SUS,Osteoartrite de joelho e quadril,Ampliação de Uso,2017-11-27
Interna,2017-09-18,Medicamento,Hematologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Danazol,Processo encerrado: a pedido do demandante,Síndrome de Evans,Incorporação,
Interna,2017-09-18,Medicamento,Endocrinologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Pegvisomanto,Processo encerrado: decisão de não incorporação no SUS,Acromegalia,Incorporação,2018-03-29
Interna,2017-09-18,Medicamento,Endocrinologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Ezetimiba,Processo encerrado: decisão de não incorporação no SUS,Tratamento da dislipidemia,Incorporação,2018-08-29
Interna,2017-09-18,Medicamento,Oncologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Bevacizumabe,Processo encerrado: a pedido do demandante,Câncer de ovário,Incorporação,
Interna,2017-10-18,Medicamento,Reumatologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Ácido zoledrônico,Processo encerrado: decisão de incorporação no SUS,Doença de Paget,Incorporação,2018-12-21
Interna,2017-10-18,Medicamento,Imunologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Eltrombopague olamina,Processo encerrado: decisão de incorporação no SUS,Tratamento da púrpura trombocitopênica idiopática (PTI),Incorporação,2018-12-12
Interna,2017-10-18,Medicamento,Genética,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Alfaalglicosidase,Processo encerrado: a pedido do demandante,Doença de Pompe,Incorporação,
Interna,2017-11-07,Medicamento,Genética,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Alfagalsidase,Processo encerrado: decisão de não incorporação no SUS,Terapia de reposição enzimática na doença de Fabry,Incorporação,2018-12-17
Interna,2017-11-07,Medicamento,Genética,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Betaagalsidase,Processo encerrado: decisão de não incorporação no SUS,Terapia de reposição enzimática na doença de Fabry,Incorporação,2018-12-17
Interna,2017-11-07,Medicamento,Reumatologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Adalimumabe,Processo encerrado: decisão de incorporação no SUS,Primeira etapa de tratamento após falha da terapia de primeira linha de tratamento da psoríase,Incorporação,2018-10-31
Interna,2017-11-07,Medicamento,Reumatologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Etanercepte,Processo encerrado: decisão de incorporação no SUS,Primeira etapa de tratamento da psoríase após falha de primeira linha em pacientes pediátricos,Incorporação,2018-10-31
Interna,2017-11-07,Medicamento,Reumatologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Infliximabe,Processo encerrado: decisão de não incorporação no SUS,Tratamento da psoríase,Incorporação,2018-10-31
Interna,2017-11-07,Medicamento,Reumatologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Secuquinumabe,Processo encerrado: decisão de incorporação no SUS,Segunda etapa de tratamento após falha da primeira etapa da segunda linha de tratamento da psoríase,Incorporação,2018-10-31
Interna,2017-11-07,Medicamento,Reumatologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Ustequinumabe,Processo encerrado: decisão de incorporação no SUS,Segunda etapa de tratamento após falha da primeira etapa da segunda linha de tratamento da psoríase,Incorporação,2018-10-31
Interna,2017-11-23,Medicamento,Genética,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Sapropterina,Processo encerrado: decisão de incorporação no SUS,Tratamento da fenilcetonúria,Incorporação,2018-12-17
Interna,2017-11-23,Medicamento,Genética,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Fórmula metabólica isenta de metionina,Processo encerrado: decisão de incorporação no SUS,Homocistinúria clássica,Incorporação,2019-07-24
Interna,2018-01-15,Medicamento,Pneumologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Goma e pastilha de nicotina,Processo encerrado: a pedido do demandante,Dependência de nicotina,Incorporação,
Interna,2018-01-22,Procedimento,Hematologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Transplante de célulastronco hematopoiéticas,Processo encerrado: decisão de incorporação no SUS,Mucopolissacaridose tipo I,Ampliação de Uso,2018-01-25
Interna,2018-01-22,Procedimento,Hematologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Transplante de célulastronco hematopoiéticas,Processo encerrado: decisão de incorporação no SUS,Mucopolissacaridose tipo II,Ampliação de Uso,2018-01-25
Interna,2018-01-23,Medicamento,Genética,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Nusinersena,Processo encerrado: a pedido do demandante,Atrofia muscular espinhal (AME),Incorporação,
Interna,2018-02-01,Medicamento,Endocrinologia,Secretaria de Estado de Saúde de Minas Gerais  SES/MG,Insulinas análogas de ação prolongada,Processo encerrado: decisão de não incorporação no SUS,Tratamento de diabetes mellitus tipo II,Incorporação,2019-02-27
Interna,2018-02-01,Medicamento,Endocrinologia,Secretaria de Estado de Saúde de Minas Gerais  SES/MG,Insulinas análogas de ação prolongada,Processo encerrado: decisão de incorporação no SUS,Tratamento de diabetes mellitus tipo I,Incorporação,2019-03-29
Interna,2018-02-06,Medicamento,Pneumologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Brometo de glicopirrônio,Processo encerrado: a pedido do demandante,Doença pulmonar obstrutiva crônica (DPOC),Incorporação,
Interna,2018-02-06,Medicamento,Pneumologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Brometo de umeclidínio,Processo encerrado: a pedido do demandante,Doença pulmonar obstrutiva crônica (DPOC),Incorporação,
Interna,2018-02-06,Medicamento,Pneumologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Brometo de tiotrópio,Processo encerrado: a pedido do demandante,Doença pulmonar obstrutiva crônica (DPOC),Incorporação,
Interna,2018-02-07,Medicamento,Endocrinologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Hidrocortisona 5 mg,Processo encerrado: a pedido do demandante,Hiperplasia adrenal congênita,Incorporação,
Interna,2018-02-28,Medicamento,Cardiologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Peptídeos natriuréticos tipo B (BNP e NTProBNP),Processo encerrado: decisão de incorporação no SUS,Diagnóstico de insuficiência cardíaca,Incorporação,2018-11-13
Interna,2018-03-02,Medicamento,Endocrinologia,Secretaria de Atenção à Saúde  SAS/MS,Vitaminas e minerais,Processo encerrado: a pedido do demandante,Pósoperatório de cirurgia bariátrica,Incorporação,
Interna,2018-03-12,Procedimento,Hepatologia,Secretaria de Atenção à Saúde  SAS/MS,Transplante de fígado,Processo encerrado: decisão de incorporação no SUS,Insuficiência hepática hiperagudaIHH relacionada à febre amarelaFA,Incorporação,2019-04-24
Interna,2018-03-16,Medicamento,Urologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Oxibutinina,Processo encerrado: a pedido do demandante,Incontinência urinária de urgência (IUU),Incorporação,
Interna,2018-03-16,Medicamento,Urologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Tolterodina,Processo encerrado: a pedido do demandante,Incontinência urinária de urgência (IUU),Incorporação,
Interna,2018-03-19,Medicamento,Urologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Solifenacina,Processo encerrado: a pedido do demandante,Incontinência urinária de urgência (IUU),Incorporação,
Interna,2018-03-19,Medicamento,Urologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Darifenacina,Processo encerrado: a pedido do demandante,Incontinência urinária de urgência (IUU),Incorporação,
Interna,2018-03-19,Medicamento,Urologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Mirabegrona,Processo encerrado: a pedido do demandante,Incontinência urinária de urgência (IUU),Incorporação,
Interna,2018-03-19,Medicamento,Urologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Onabotulinotoxina,Processo encerrado: a pedido do demandante,Incontinência urinária de urgência (IUU) em pacientes refratários aos cuidados conservadores e tratamento farmacológico,Incorporação,
Interna,2018-03-19,Procedimento,Urologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Neuromodulação sacral,Processo encerrado: a pedido do demandante,Incontinência urinária de urgência (IUU) em pacientes refratários aos tratamentos conservador e farmacológico,Incorporação,
Interna,2018-03-20,Produto,Urologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Sling utilizando tela de polipropileno,Processo encerrado: a pedido do demandante,Incontinência urinária de esforço (IUE) em mulheres adultas,Incorporação,
Interna,2018-03-20,Medicamento,Oftalmologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Aflibercepte,Processo encerrado: a pedido do demandante,Retinopatia diabética proliferativa (RDP) e edema macular diabético (EMD),Incorporação,
Interna,2018-03-20,Medicamento,Oftalmologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Bevacizumabe,Processo encerrado: a pedido do demandante,Retinopatia diabética proliferativa (RDP) e edema macular diabético (EMD),Incorporação,
Interna,2018-03-20,Medicamento,Oftalmologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Ranibizumabe,Processo encerrado: a pedido do demandante,Retinopatia diabética proliferativa (RDP) e edema macular diabético (EMD),Incorporação,
Interna,2018-03-20,Procedimento,Oftalmologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Implante intravítreo de dexametasona,Processo encerrado: a pedido do demandante,Retinopatia diabética proliferativa (RDP) e edema macular diabético (EMD),Incorporação,
Interna,2018-03-20,Procedimento,Oftalmologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Tomografia de coerência óptica (OCT),Processo encerrado: a pedido do demandante,Diagnóstico e monitorização de edema macular diabético,Incorporação,
Interna,2018-04-09,Medicamento,Imunologia,"Secretaria de Ciência, Tecnologia e Insumos Estratégicos SCTIE/MS",Basiliximab,Processo encerrado: por decisão da Conitec,Imunossupressão de indução ou rejeição aguda celular resistente a esteroides em pacientes pediátricos que passaram por transplante,Incorporação,
